#{"t_start": 1616435654.7412186, "env_id": null}
r,l,t
-0.904762,5,272.573157
-0.809524,9,272.649599
-0.928571,4,272.681172
-0.785714,10,272.768327
-0.904762,5,272.810314
-0.761905,11,272.908469
-0.857143,7,272.970418
-0.785714,10,273.054828
-0.809524,9,273.131774
-0.857143,7,273.190679
-0.904762,5,273.230154
-9.761905,11,273.318239
-0.738095,12,273.42322
-0.761905,11,273.523914
-0.738095,12,273.62614
-9.761905,11,273.709196
-9.857143,7,273.762151
-0.928571,4,273.794893
-9.619048,17,273.935619
-0.761905,11,274.030747
-0.785714,10,274.11499
-0.904762,5,274.162614
-0.785714,10,274.250621
-9.690476,14,274.523321
-0.785714,10,274.610539
-0.690476,14,274.726538
-0.761905,11,274.825582
-0.857143,7,274.887427
-9.785714,10,274.970759
-0.714286,13,275.077343
-0.833333,8,275.142761
-0.809524,9,275.226017
-0.761905,11,275.323904
-0.761905,11,275.417423
-0.904762,5,275.458044
-0.833333,8,275.52515
-0.809524,9,275.602081
1.214286,10,275.679932
-9.809524,9,275.752251
-0.833333,8,275.817016
-0.738095,12,275.934449
-0.666667,15,276.063338
-9.809524,9,276.131019
-9.738095,12,276.225058
-0.738095,12,276.324723
-0.809524,9,276.399731
-0.809524,9,276.47661
-0.833333,8,276.550744
-0.857143,7,276.772131
-9.809524,9,276.842917
-0.857143,7,276.906504
-0.904762,5,276.946469
-0.690476,14,277.069438
-0.857143,7,277.130085
-0.785714,10,277.225303
-0.857143,7,277.280111
-0.833333,8,277.352961
-0.833333,8,277.424609
-9.761905,11,277.510223
-0.880952,6,277.564818
-0.714286,13,277.670694
-0.785714,10,277.750493
-0.833333,8,277.819453
-0.738095,12,277.92483
-0.904762,5,277.970601
-0.857143,7,278.031858
-0.785714,10,278.117213
-0.785714,10,278.209968
-0.571429,19,278.375681
-0.833333,8,278.44178
-0.928571,4,278.478745
-0.785714,10,278.562556
-9.785714,10,278.642322
-0.880952,6,278.693088
-0.928571,4,278.728332
-0.857143,7,278.789742
-0.761905,11,278.887238
-0.833333,8,279.113409
-0.785714,10,279.199234
-0.785714,10,279.287056
-0.928571,4,279.320903
-0.904762,5,279.368593
-0.761905,11,279.461004
-0.880952,6,279.51375
-0.714286,13,279.629202
-0.833333,8,279.699001
-0.904762,5,279.739121
-0.809524,9,279.818041
-0.761905,11,279.91193
-0.690476,14,280.031021
-0.857143,7,280.091828
-0.809524,9,280.175168
-0.785714,10,280.260963
-0.785714,10,280.347417
-0.833333,8,280.410936
-0.833333,8,280.480644
-0.904762,5,280.526697
-0.690476,14,280.638369
-0.833333,8,280.705653
-0.785714,10,280.790647
-9.738095,12,280.886378
-0.714286,13,280.998275
-0.785714,10,281.085166
-0.880952,6,281.142944
-0.904762,5,281.184268
-0.880952,6,281.23759
1.190476,9,281.509523
-0.928571,4,281.546132
-9.642857,16,281.670764
-0.857143,7,281.727057
-0.785714,10,281.814292
-0.833333,8,281.88533
-0.738095,12,281.989522
-0.809524,9,282.072028
-9.761905,11,282.162282
-0.928571,4,282.198808
-0.880952,6,282.251853
-0.857143,7,282.312061
-0.785714,10,282.402359
-9.833333,8,282.465829
-0.928571,4,282.504375
-0.738095,12,282.611078
-0.714286,13,282.730041
-0.738095,12,282.834249
-0.738095,12,282.935711
-0.785714,10,283.023687
-0.904762,5,283.064825
-0.761905,11,283.153702
-0.761905,11,283.250516
-9.714286,13,283.359728
-0.761905,11,283.457729
-0.904762,5,283.503988
-0.857143,7,283.562853
-0.880952,6,283.626194
-0.833333,8,283.70349
-0.857143,7,283.925225
-0.761905,11,284.021326
-0.833333,8,284.090704
-9.738095,12,284.19103
-0.833333,8,284.257557
-0.928571,4,284.290213
-0.880952,6,284.343196
-0.642857,16,284.47835
-0.833333,8,284.547802
-0.761905,11,284.638415
-0.738095,12,284.743122
-0.809524,9,284.825307
-0.857143,7,284.883293
-9.785714,10,284.963881
-0.880952,6,285.021139
-0.809524,9,285.097003
-0.833333,8,285.166185
-0.809524,9,285.243711
-0.761905,11,285.341555
-0.857143,7,285.397882
-0.833333,8,285.468638
-0.809524,9,285.546788
-0.809524,9,285.628914
-0.738095,12,285.727543
-0.785714,10,285.812858
-0.690476,14,285.932067
-0.761905,11,286.024843
-0.833333,8,286.268037
-0.880952,6,286.317837
-0.785714,10,286.399509
-0.809524,9,286.4747
-9.785714,10,286.553271
-0.904762,5,286.593742
-0.857143,7,286.649433
-0.833333,8,286.718405
-0.714286,13,286.831447
-0.738095,12,286.937243
-0.880952,6,286.990271
-9.761905,11,287.083773
-0.785714,10,287.163373
-0.714286,13,287.277028
-9.714286,13,287.382209
-9.642857,16,287.512192
-0.857143,7,287.570711
-0.904762,5,287.612988
-0.738095,12,287.719358
-0.809524,9,287.793578
-0.833333,8,287.864861
-0.928571,4,287.898646
-9.785714,10,287.984611
-0.738095,12,288.081652
-0.738095,12,288.187314
-0.809524,9,288.263972
-0.785714,10,288.357208
-9.785714,10,288.594222
-0.761905,11,288.69153
-0.785714,10,288.778812
-0.761905,11,288.875708
-0.857143,7,288.935256
-0.714286,13,289.053906
-0.809524,9,289.126074
-0.809524,9,289.206892
-0.785714,10,289.29584
-0.857143,7,289.35323
-0.857143,7,289.411237
-0.880952,6,289.461045
-0.761905,11,289.55247
-0.761905,11,289.646363
-0.785714,10,289.73262
-9.714286,13,289.834338
-0.880952,6,289.890834
-0.785714,10,289.974931
-9.761905,11,290.06303
-0.785714,10,290.146988
-0.880952,6,290.203405
-0.833333,8,290.276974
-0.857143,7,290.334985
-0.714286,13,290.439396
-0.714286,13,290.559611
-0.761905,11,290.658613
-0.642857,16,291.002128
-0.761905,11,291.116958
-0.928571,4,291.153996
-0.833333,8,291.231086
-0.809524,9,291.323032
-0.880952,6,291.383486
-9.761905,11,291.485427
-0.809524,9,291.571208
-0.761905,11,291.668504
-0.857143,7,291.726522
-0.714286,13,291.838291
-0.785714,10,291.920665
-0.761905,11,292.012816
-0.809524,9,292.093748
-0.714286,13,292.211012
-0.928571,4,292.248112
-0.785714,10,292.335924
-0.928571,4,292.377318
-9.738095,12,292.470581
-0.833333,8,292.537648
-0.690476,14,292.653103
-0.833333,8,292.729473
-0.857143,7,292.789862
1.285714,13,292.906993
-9.714286,13,293.019241
-0.833333,8,293.096394
-0.785714,10,293.190979
-0.738095,12,293.513756
-0.714286,13,293.628997
1.309524,14,293.756974
-0.857143,7,293.815046
-0.904762,5,293.856743
-0.904762,5,293.897852
-0.904762,5,293.946073
-0.857143,7,294.007765
-9.809524,9,294.084363
-0.738095,12,294.180516
-0.738095,12,294.282849
-0.904762,5,294.325571
-9.761905,11,294.414072
-9.761905,11,294.500484
-0.785714,10,294.583668
-0.857143,7,294.641507
-9.738095,12,294.742766
-0.833333,8,294.811475
-9.761905,11,294.901532
-0.809524,9,294.974585
-0.785714,10,295.06271
-0.809524,9,295.143922
-0.857143,7,295.202498
-0.785714,10,295.289068
-0.928571,4,295.324226
-0.785714,10,295.407649
-0.857143,7,295.478935
-0.738095,12,295.575564
-0.785714,10,295.661816
-0.857143,7,295.886427
-0.833333,8,295.955062
-9.714286,13,296.055823
-0.904762,5,296.10384
-0.738095,12,296.203764
-0.809524,9,296.281891
-0.833333,8,296.349608
-0.761905,11,296.450642
-0.857143,7,296.508884
-0.833333,8,296.578111
-9.738095,12,296.674221
-0.761905,11,296.772388
-0.809524,9,296.85277
-0.761905,11,296.943746
-9.690476,14,297.066273
-0.761905,11,297.15429
-0.833333,8,297.222671
-0.857143,7,297.28006
-0.857143,7,297.339647
-0.738095,12,297.436647
-0.809524,9,297.51569
-0.619048,17,297.656604
-0.714286,13,297.764826
-0.785714,10,297.857711
-9.761905,11,297.944153
-0.761905,11,298.211336
-0.809524,9,298.28749
-0.833333,8,298.360988
-0.880952,6,298.412238
-0.857143,7,298.472574
-0.833333,8,298.54769
-0.809524,9,298.622477
-0.785714,10,298.708021
-0.880952,6,298.759557
-0.785714,10,298.851408
-0.738095,12,298.955191
-0.809524,9,299.031253
-0.857143,7,299.090403
-0.833333,8,299.159369
-0.857143,7,299.219047
-0.857143,7,299.280798
-0.880952,6,299.33326
-0.833333,8,299.399498
-9.714286,13,299.511379
-0.833333,8,299.581633
-0.738095,12,299.687367
-0.904762,5,299.733832
-0.833333,8,299.802236
-9.595238,18,299.951215
-0.785714,10,300.034571
-0.857143,7,300.101413
-0.904762,5,300.142606
-0.785714,10,300.226865
-0.857143,7,300.283397
-0.785714,10,300.367957
-0.904762,5,300.582081
-0.761905,11,300.672125
-0.738095,12,300.782506
-0.666667,15,300.909245
-0.690476,14,301.028408
-0.761905,11,301.122108
-0.928571,4,301.152618
-0.928571,4,301.186277
-0.714286,13,301.294225
-0.761905,11,301.39979
-0.833333,8,301.469563
-9.714286,13,301.56916
-0.857143,7,301.62879
-0.880952,6,301.681534
-0.714286,13,301.794759
-0.738095,12,301.894715
-0.785714,10,301.982338
-0.738095,12,302.088601
-9.738095,12,302.188398
-0.738095,12,302.286807
-0.714286,13,302.395715
-0.785714,10,302.483659
-0.928571,4,302.516417
-0.809524,9,302.594137
-0.738095,12,302.693738
-0.809524,9,302.944294
-0.833333,8,303.012584
-0.857143,7,303.071604
-0.833333,8,303.137995
-0.785714,10,303.218302
-0.785714,10,303.304576
-0.809524,9,303.381917
-9.714286,13,303.490723
-0.809524,9,303.567487
-9.666667,15,303.686938
-0.761905,11,303.783008
-0.833333,8,303.852902
-0.761905,11,303.945205
-9.761905,11,304.033873
-0.785714,10,304.118131
-0.809524,9,304.198626
-0.809524,9,304.274211
-9.809524,9,304.346699
-0.761905,11,304.440048
-0.809524,9,304.520343
-0.738095,12,304.620908
-0.928571,4,304.654336
-0.857143,7,304.712491
-0.761905,11,304.808022
-0.785714,10,304.893177
-0.928571,4,304.926601
-0.785714,10,305.009752
-0.785714,10,305.317429
-0.809524,9,305.395836
-0.833333,8,305.466239
-0.833333,8,305.531113
-9.761905,11,305.617661
-0.785714,10,305.700934
-0.928571,4,305.735733
-0.714286,13,305.843422
-0.833333,8,305.911684
-0.809524,9,305.987575
-0.785714,10,306.074155
-0.714286,13,306.188195
-0.857143,7,306.246888
-0.785714,10,306.333225
-0.785714,10,306.413631
-0.904762,5,306.458461
-0.857143,7,306.517232
-0.714286,13,306.628412
1.238095,11,306.716639
-0.785714,10,306.80451
-0.785714,10,306.888133
-0.714286,13,306.997993
-0.857143,7,307.057578
-0.785714,10,307.136642
-0.761905,11,307.230165
-0.785714,10,307.318695
-0.714286,13,307.437063
-0.738095,12,307.70171
-0.738095,12,307.800653
-0.833333,8,307.865223
-0.857143,7,307.926896
-0.738095,12,308.028345
-0.857143,7,308.086723
-0.880952,6,308.13541
-0.738095,12,308.232933
-0.785714,10,308.314604
-0.857143,7,308.37893
-0.738095,12,308.480638
-0.857143,7,308.542136
-0.857143,7,308.597207
-0.833333,8,308.664654
-0.833333,8,308.734685
-0.690476,14,308.854377
-0.761905,11,308.945733
-0.714286,13,309.053312
-0.880952,6,309.101388
-0.785714,10,309.189149
-0.880952,6,309.23615
-0.857143,7,309.297803
-0.785714,10,309.38238
-0.904762,5,309.422827
1.071429,4,309.453182
-0.714286,13,309.565116
-9.714286,13,309.669975
-0.809524,9,309.742831
-9.785714,10,309.987782
-0.761905,11,310.077384
-0.857143,7,310.141669
-0.809524,9,310.220811
1.380952,17,310.366944
-0.714286,13,310.480543
-9.666667,15,310.601177
-9.833333,8,310.66539
-9.690476,14,310.775302
-0.833333,8,310.84267
-0.857143,7,310.906336
-9.714286,13,311.014848
-0.880952,6,311.067705
-9.738095,12,311.160777
-0.785714,10,311.24821
1.214286,10,311.32795
-9.833333,8,311.390223
-0.714286,13,311.493497
-0.928571,4,311.525822
-0.809524,9,311.601064
-0.880952,6,311.659446
-9.809524,9,311.731271
-0.833333,8,311.798477
-0.738095,12,311.896555
-0.904762,5,311.937824
-0.857143,7,311.991724
-0.880952,6,312.038631
-0.809524,9,312.279909
-0.690476,14,312.393102
-0.928571,4,312.426285
-0.738095,12,312.526013
-0.833333,8,312.594605
1.285714,13,312.697286
-9.714286,13,312.797975
-0.761905,11,312.90837
-0.857143,7,312.965099
-0.761905,11,313.062856
-0.857143,7,313.119281
-0.809524,9,313.196424
-0.809524,9,313.273824
-0.880952,6,313.324252
-0.833333,8,313.394635
-0.904762,5,313.435888
-9.761905,11,313.523305
-0.738095,12,313.62839
-0.738095,12,313.729381
-0.880952,6,313.780723
-0.785714,10,313.869025
-0.833333,8,313.936283
-0.857143,7,313.995168
-0.833333,8,314.062587
-0.761905,11,314.158971
-9.619048,17,314.298915
-0.857143,7,314.358378
-0.785714,10,314.604269
-0.809524,9,314.678994
-0.761905,11,314.774766
-0.904762,5,314.818639
-0.738095,12,314.916791
-0.880952,6,314.970807
-0.785714,10,315.054381
-0.857143,7,315.114244
-0.809524,9,315.18898
-0.809524,9,315.266286
-0.714286,13,315.371712
-0.690476,14,315.490339
-0.619048,17,315.633456
-0.785714,10,315.715594
-0.785714,10,315.802904
-0.928571,4,315.835061
-0.833333,8,315.90567
-0.666667,15,316.026869
-0.785714,10,316.116149
-9.690476,14,316.227723
-0.809524,9,316.314407
-0.833333,8,316.383919
-0.785714,10,316.469905
-0.880952,6,316.521682
1.095238,5,316.560618
-0.833333,8,316.631793
-0.809524,9,316.708449
-0.928571,4,316.90555
-9.690476,14,317.019683
-9.666667,15,317.144577
1.261905,12,317.241473
-9.785714,10,317.323274
-9.738095,12,317.419761
-0.809524,9,317.49703
-0.761905,11,317.591999
1.333333,15,317.707805
-0.857143,7,317.772439
-0.761905,11,317.864068
-0.857143,7,317.921519
-9.690476,14,318.025993
-0.761905,11,318.11692
-0.809524,9,318.193397
-0.809524,9,318.268871
-0.785714,10,318.351146
-0.928571,4,318.386073
-0.809524,9,318.464397
-0.809524,9,318.539711
-0.761905,11,318.630217
-0.809524,9,318.708405
-0.880952,6,318.755497
-0.785714,10,318.839817
-9.690476,14,318.950326
-0.761905,11,319.209756
-0.857143,7,319.275977
-0.761905,11,319.377025
-0.857143,7,319.435356
-0.809524,9,319.511546
-0.785714,10,319.600339
-0.857143,7,319.658051
-0.714286,13,319.767811
-0.928571,4,319.807749
-0.928571,4,319.841943
1.238095,11,319.933301
-0.857143,7,319.999209
-0.904762,5,320.042141
-0.880952,6,320.094374
-9.690476,14,320.206436
-0.785714,10,320.293666
-0.928571,4,320.324137
-0.738095,12,320.431268
-0.666667,15,320.552302
-0.714286,13,320.669636
-0.880952,6,320.720142
-0.761905,11,320.811657
-0.761905,11,320.902074
-0.809524,9,320.974607
-0.833333,8,321.042866
-9.690476,14,321.15328
-0.809524,9,321.235876
-9.761905,11,321.32283
-0.904762,5,321.529884
-0.857143,7,321.586403
-0.928571,4,321.616833
-9.833333,8,321.67783
-0.761905,11,321.772122
-0.857143,7,321.835749
-0.928571,4,321.874835
-0.880952,6,321.922944
-0.785714,10,322.012743
-0.880952,6,322.062263
-0.833333,8,322.130023
-0.809524,9,322.207009
-0.761905,11,322.301954
-9.738095,12,322.395041
-0.785714,10,322.481102
-0.833333,8,322.548816
-9.809524,9,322.623488
-0.833333,8,322.692334
-0.714286,13,322.805721
-0.714286,13,322.915224
-0.928571,4,322.946944
-0.928571,4,322.983771
-0.880952,6,323.034311
-0.928571,4,323.067454
-0.809524,9,323.142664
-0.690476,14,323.257215
-0.738095,12,323.357726
-0.880952,6,323.408492
1.357143,16,323.544723
-0.857143,7,323.601977
-0.809524,9,323.678646
-0.761905,11,323.938273
-0.833333,8,324.006193
1.261905,12,324.110636
-0.928571,4,324.155884
-0.928571,4,324.190029
-9.690476,14,324.302353
-0.833333,8,324.369571
-0.738095,12,324.469276
-0.809524,9,324.546271
-0.785714,10,324.635999
-0.738095,12,324.747684
-0.857143,7,324.820593
-0.833333,8,324.884601
-0.809524,9,324.96518
-0.809524,9,325.040885
-0.880952,6,325.098518
-0.785714,10,325.185401
-0.904762,5,325.225654
-0.809524,9,325.304082
-0.928571,4,325.34097
-9.690476,14,325.453786
-0.833333,8,325.518892
-0.928571,4,325.554793
-0.809524,9,325.63054
-0.714286,13,325.738893
1.261905,12,325.835978
-9.642857,16,325.954494
-0.880952,6,326.003046
-0.738095,12,326.27241
-0.785714,10,326.357802
-0.761905,11,326.449717
-0.833333,8,326.519161
-0.714286,13,326.630153
-0.738095,12,326.738966
-0.833333,8,326.803412
-0.714286,13,326.912219
-9.738095,12,327.008631
-0.738095,12,327.109831
-0.857143,7,327.168178
-0.833333,8,327.233892
-9.761905,11,327.32503
1.285714,13,327.428065
-0.833333,8,327.494171
-0.714286,13,327.609004
-0.761905,11,327.70425
-0.785714,10,327.786494
-0.928571,4,327.821396
-9.880952,6,327.870757
-0.809524,9,327.944313
-9.714286,13,328.052442
-0.785714,10,328.135885
-0.880952,6,328.18502
-0.880952,6,328.239378
-0.928571,4,328.271237
-0.785714,10,328.523796
-0.738095,12,328.62822
-0.738095,12,328.73202
-0.904762,5,328.776325
-0.809524,9,328.854558
-0.833333,8,328.923381
-0.785714,10,329.007207
-9.666667,15,329.122404
-0.857143,7,329.179247
-9.690476,14,329.289143
-0.714286,13,329.401267
-0.714286,13,329.512262
-0.833333,8,329.583193
-9.690476,14,329.691572
-0.833333,8,329.759249
-0.761905,11,329.847674
-0.785714,10,329.936616
-0.809524,9,330.011258
-0.690476,14,330.129989
-0.809524,9,330.20991
-0.714286,13,330.320981
1.261905,12,330.42435
-0.833333,8,330.489765
-0.928571,4,330.524735
-0.785714,10,330.612477
-0.880952,6,330.659798
-0.690476,14,330.935867
-0.928571,4,330.966784
-0.904762,5,331.011813
-0.904762,5,331.057505
-0.833333,8,331.122854
-0.785714,10,331.210833
-0.761905,11,331.308118
-0.809524,9,331.387147
-0.904762,5,331.427328
-9.714286,13,331.530392
-0.785714,10,331.610047
-0.761905,11,331.702991
-9.761905,11,331.788245
1.095238,5,331.828797
-0.809524,9,331.911825
-0.785714,10,331.998343
-0.738095,12,332.100021
-0.880952,6,332.147941
-0.761905,11,332.244469
-0.880952,6,332.293001
-0.714286,13,332.404864
-0.761905,11,332.498243
-0.809524,9,332.574606
-0.785714,10,332.655366
-0.595238,18,332.80062
-0.690476,14,332.919028
-0.785714,10,333.164334
-0.785714,10,333.251327
-0.857143,7,333.314861
-0.857143,7,333.372238
-0.690476,14,333.488512
-0.761905,11,333.582351
-0.904762,5,333.625697
-0.738095,12,333.739989
-0.928571,4,333.770858
-0.809524,9,333.849308
-0.857143,7,333.913954
-0.738095,12,334.017221
-0.880952,6,334.069069
-9.785714,10,334.148764
-0.738095,12,334.253444
-0.904762,5,334.296371
-0.761905,11,334.388777
-0.761905,11,334.480546
-0.857143,7,334.537605
-0.857143,7,334.599779
-0.785714,10,334.680207
-0.833333,8,334.748447
-0.738095,12,334.853966
-0.809524,9,334.928647
-9.809524,9,334.999827
-0.857143,7,335.057139
-0.928571,4,335.091989
-0.880952,6,335.143477
-0.833333,8,335.214227
-0.904762,5,335.254961
-0.833333,8,335.319954
-0.738095,12,335.579948
-0.809524,9,335.656522
-0.785714,10,335.740994
-9.738095,12,335.845226
-0.857143,7,335.902866
-9.595238,18,336.040166
-0.857143,7,336.09992
-0.738095,12,336.20214
-0.809524,9,336.278048
-0.738095,12,336.376954
-0.857143,7,336.436541
-0.809524,9,336.516089
-0.904762,5,336.562736
-0.833333,8,336.646062
-0.785714,10,336.730666
-0.880952,6,336.77698
-0.738095,12,336.881706
-0.714286,13,336.991161
-9.666667,15,337.124752
-0.833333,8,337.188421
-0.833333,8,337.256672
1.190476,9,337.326006
-0.809524,9,337.400807
-0.809524,9,337.476826
-0.809524,9,337.55833
-0.857143,7,337.614448
1.285714,13,337.889377
-0.809524,9,337.966061
-0.904762,5,338.01006
-0.690476,14,338.124557
-0.809524,9,338.2012
-9.761905,11,338.288971
-0.785714,10,338.379663
-0.880952,6,338.432813
-0.809524,9,338.507802
-0.928571,4,338.545046
